Chapter,QuestionID,AnswerNumber,QuestionText,AnswerText,CorrectFlag
2d,,1,Il gas è una sostanza che...,a temperatura ambiente (20°C) ed alla pressione atmosferica si trova allo stato gassoso,V
2d,,2,Il gas è una sostanza che...,si trova allo stato gassoso alla temperatura di almeno 61°C,F
2d,,3,Il gas è una sostanza che...,a temperatura ambiente (15°C) è allo stato liquido ma emette vapori,F
2d,2402,1,"A pressione atmosferica, il punto di ebollizione di un gas liquefatto è la temperatura alla quale ...",Il liquido comincia a bollire,V
2d,2402,2,"A pressione atmosferica, il punto di ebollizione di un gas liquefatto è la temperatura alla quale ...","Il liquido inizia a trasformarsi in gas in maniera tumultuosa, cioè bolle",V
2d,2402,3,"A pressione atmosferica, il punto di ebollizione di un gas liquefatto è la temperatura alla quale ...",La miscela aria + gas s'infiamma spontaneamente,F
2d,2402,4,"A pressione atmosferica, il punto di ebollizione di un gas liquefatto è la temperatura alla quale ...",Il gas può passare allo stato solido,F
2d,2402,5,"A pressione atmosferica, il punto di ebollizione di un gas liquefatto è la temperatura alla quale ...",Il liquido riscalda oltre i 50°C le pareti metalliche del recipiente che lo contiene,F
2d,2403,1,Un pericolo individuabile nella maggior parte dei gas è:,Che possono causare soffocazione o asfissia in spazi limitati o in ambienti chiusi,V
2d,2403,2,Un pericolo individuabile nella maggior parte dei gas è:,"L'elevata pressione che esercitano sui recipienti e sui loro equipaggiamenti di servizio, quali valvole e rubinetti",V
2d,2403,3,Un pericolo individuabile nella maggior parte dei gas è:,L'alta pressione che esercitano sui dispositivi di travaso (tubi flessibili e pompe),V
2d,2403,4,Un pericolo individuabile nella maggior parte dei gas è:,Che producono molto calore quando sono liberati nell'aria,F
2d,2403,5,Un pericolo individuabile nella maggior parte dei gas è:,La reazione violenta con l'umidità dell'aria,F
2d,2403,6,Un pericolo individuabile nella maggior parte dei gas è:,La corrosività,F
2d,2404,1,Perché le materie della classe 2 sono pericolose?,Alcune di esse possono provocare asfissia senza che se ne abbia avviso (ad esempio gas inerti come l'Azoto),V
2d,2404,2,Perché le materie della classe 2 sono pericolose?,Alcune di esse sono infiammabili e/o tossiche,V
2d,2404,3,Perché le materie della classe 2 sono pericolose?,Sono tutte comburenti,F
2d,2404,4,Perché le materie della classe 2 sono pericolose?,Sono tutte radioattive,F
2d,2404,5,Perché le materie della classe 2 sono pericolose?,Entrano tutte in autocombustione a contatto con l'aria,F
2d,2405,1,Tutti i gas infiammabili in certe proporzioni di miscela con l'aria possono incendiarsi:,Se entrano in contatto con parti metalliche surriscaldate,V
2d,2405,2,Tutti i gas infiammabili in certe proporzioni di miscela con l'aria possono incendiarsi:,A causa di elettricità statica che può generare scintille,V
2d,2405,3,Tutti i gas infiammabili in certe proporzioni di miscela con l'aria possono incendiarsi:,A causa di qualunque fonte di incendio,V
2d,2405,4,Tutti i gas infiammabili in certe proporzioni di miscela con l'aria possono incendiarsi:,Se entrano in contatto con liquidi corrosivi,F
2d,2405,5,Tutti i gas infiammabili in certe proporzioni di miscela con l'aria possono incendiarsi:,Esclusivamente se sono inodori,F
2d,2405,6,Tutti i gas infiammabili in certe proporzioni di miscela con l'aria possono incendiarsi:,Se i recipienti che li contengono  vengono agitati,F
2d,2406,1,Perché i gas liquefatti fortemente refrigerati (criogenici) sono pericolosi?,Sono molto freddi e possono danneggiare i tessuti umani,V
2d,2406,2,Perché i gas liquefatti fortemente refrigerati (criogenici) sono pericolosi?,"Oltre ad essere freddissimi, possono presentare altre caratteristiche di pericolosità",V
2d,2406,3,Perché i gas liquefatti fortemente refrigerati (criogenici) sono pericolosi?,"Se diminuisce l'efficacia della protezione calorifuga dei recipienti che li contengono, si produce un rapido innalzamento di pressione",V
2d,2406,4,Perché i gas liquefatti fortemente refrigerati (criogenici) sono pericolosi?,Sono sempre molto tossici,F
2d,2406,5,Perché i gas liquefatti fortemente refrigerati (criogenici) sono pericolosi?,Devono essere trasportati in grossi e pesanti contenitori,F
2d,2406,6,Perché i gas liquefatti fortemente refrigerati (criogenici) sono pericolosi?,S'incendiano sempre a contatto con l'aria,F
2d,2407,1,Se i recipienti che contengono gas sono surriscaldati ...,La pressione all'interno del recipiente aumenta,V
2d,2407,2,Se i recipienti che contengono gas sono surriscaldati ...,Il gas può fuoriuscire dalle valvole di sicurezza (se i recipienti ne sono provvisti),V
2d,2407,3,Se i recipienti che contengono gas sono surriscaldati ...,Il recipiente può scoppiare,V
2d,2407,4,Se i recipienti che contengono gas sono surriscaldati ...,Le pareti del recipiente vengono corrose dal gas caldo,F
2d,2407,5,Se i recipienti che contengono gas sono surriscaldati ...,Il gas si trasforma sempre in liquido caldo,F
2d,2407,6,Se i recipienti che contengono gas sono surriscaldati ...,Il gas all'interno del recipiente solidifica,F
2d,2408,1,L'ossigeno puro è un gas ...,Che a contatto di materiali infiammabili può provocarne la combustione,V
2d,2408,2,L'ossigeno puro è un gas ...,Che in particolari situazioni può provocare l'accensione spontanea degli oli combustibili,V
2d,2408,3,L'ossigeno puro è un gas ...,Che può provocare l'incendio dei materiali combustibili,V
2d,2408,4,L'ossigeno puro è un gas ...,Che a contatto di materiali infiammabili non presenta rischi particolari,F
2d,2408,5,L'ossigeno puro è un gas ...,Che può provocare asfissia perché molto tossico,F
2d,2408,6,L'ossigeno puro è un gas ...,Che presenta solo rischi di congelamento,F
2e,,1,I rifiuti classificati pericolosi secondo l'ADR ...,"Sono materie, soluzioni, miscele o oggetti che sono trasportati per essere avviati al recupero o allo smaltimento",V
2e,,2,I rifiuti classificati pericolosi secondo l'ADR ...,"Possono risultare, ad esempio, infiammabili e/o tossici e/o corrosivi",V
2e,,3,I rifiuti classificati pericolosi secondo l'ADR ...,Appartengono sempre alla classe 9,F
2e,,4,I rifiuti classificati pericolosi secondo l'ADR ...,Appartengono tutti alla classe 1 dell'ADR,F
2e,,5,I rifiuti classificati pericolosi secondo l'ADR ...,Possono essere solo dei gas,F
2e,,6,I rifiuti classificati pericolosi secondo l'ADR ...,"Sono materie ed oggetti ai quali si applica l'Accordo ADR, esattamente come per le merci pericolose",V
2e,2502,1,La classificazione ADR del rifiuto pericoloso spetta:,All'autorità doganale per le operazioni doganali,F
2e,2502,2,La classificazione ADR del rifiuto pericoloso spetta:,Al caricatore se è anche speditore/produttore del rifiuto,V
2e,2502,3,La classificazione ADR del rifiuto pericoloso spetta:,Esclusivamente al trasportatore,F
2e,2502,4,La classificazione ADR del rifiuto pericoloso spetta:,Allo speditore del rifiuto,V
2e,2502,5,La classificazione ADR del rifiuto pericoloso spetta:,Al produttore del rifiuto se è anche speditore,V
2e,2502,6,La classificazione ADR del rifiuto pericoloso spetta:,Al Prefetto,F
2e,2503,1,Come deve essere segnalato un veicolo che trasporta rifiuti pericolosi ADR?,"Come i veicoli adibiti al trasporto delle merci pericolose, con l'ulteriore applicazione nella parte posteriore di una targa quadrata a fondo giallo riportante la lettera ""R"" nera",V
2e,2503,2,Come deve essere segnalato un veicolo che trasporta rifiuti pericolosi ADR?,"Con le stesse segnalazioni in vigore per le unità di trasporto ADR, oltre all'esposizione di una targa quadrata a fondo giallo riportante la lettera ""R"" nera",V
2e,2503,3,Come deve essere segnalato un veicolo che trasporta rifiuti pericolosi ADR?,Nella parte anteriore e sui due lati devono avere targhe a fondo rosso,F
2e,2503,4,Come deve essere segnalato un veicolo che trasporta rifiuti pericolosi ADR?,Con nessuna segnalazione particolare,F
2e,2503,5,Come deve essere segnalato un veicolo che trasporta rifiuti pericolosi ADR?,"Con la scritta ""rifiuto"" sulla parte anteriore e posteriore del veicolo",F
2e,2504,1,"I rifiuti classificati pericolosi ADR, devono essere trasportati ...",Con veicoli equipaggiati in conformità alla normativa ADR ed idonei al trasporto di quello specifico tipo di rifiuto,V
2e,2504,2,"I rifiuti classificati pericolosi ADR, devono essere trasportati ...","Se imballati, in colli riportanti l'etichetta di pericolo ADR ed il numero ONU, oltre all'etichetta quadrata  con ""R""” nera in campo giallo",V
2e,2504,3,"I rifiuti classificati pericolosi ADR, devono essere trasportati ...","Se trasportati alla rinfusa, il trasporto deve essere consentito dall'ADR",V
2e,2504,4,"I rifiuti classificati pericolosi ADR, devono essere trasportati ...",Con veicoli muniti di autorizzazione prefettizia per qualunque classe,F
2e,2504,5,"I rifiuti classificati pericolosi ADR, devono essere trasportati ...",Con qualsiasi veicolo purché dotato di sistema di refrigerazione,F
2e,2504,6,"I rifiuti classificati pericolosi ADR, devono essere trasportati ...",Solo con mezzi d'opera,F
2e,2505,1,Cosa deve apparire sul documento di trasporto relativo ad un rifiuto ADR?,"Per esempio: UN 1230 RIFIUTO METANOLO, 3 (6.1), II (D/E)",V
2e,2505,2,Cosa deve apparire sul documento di trasporto relativo ad un rifiuto ADR?,"Per esempio: UN 1993 RIFIUTO LIQUIDO INFIAMMABILE, N.A.S. (Toluene e alcol etilico), 3, II (D/E)",V
2e,2505,3,Cosa deve apparire sul documento di trasporto relativo ad un rifiuto ADR?,Non occorre inserire alcuna indicazione ADR,F
2e,2505,4,Cosa deve apparire sul documento di trasporto relativo ad un rifiuto ADR?,"Per esempio: ossigeno, rifiuto della classe 9",F
2e,2505,5,Cosa deve apparire sul documento di trasporto relativo ad un rifiuto ADR?,Non occorre indicare il n. ONU,F
2e,2505,6,Cosa deve apparire sul documento di trasporto relativo ad un rifiuto ADR?,"Il termine ""RIFIUTO"" deve seguire il n. ONU",V
2e,2506,1,Quali sono i principali motivi di tutela ambientale per i quali viene disciplinato il trasporto di rifiuti?,Per evitare danni all’ambiente,V
2e,2506,2,Quali sono i principali motivi di tutela ambientale per i quali viene disciplinato il trasporto di rifiuti?,Perché nella destinazione finale possano essere smaltiti o recuperati senza inquinare l'ambiente,V
2e,2506,3,Quali sono i principali motivi di tutela ambientale per i quali viene disciplinato il trasporto di rifiuti?,"Per evitare che vengano realizzati depositi incontrollati di rifiuti, che causerebbero danni all'ambiente ed alla salute",V
2e,2506,4,Quali sono i principali motivi di tutela ambientale per i quali viene disciplinato il trasporto di rifiuti?,Solo per guadagnare quattrini,F
2e,2506,5,Quali sono i principali motivi di tutela ambientale per i quali viene disciplinato il trasporto di rifiuti?,Perché l'ecologia è di moda,F
2e,2506,6,Quali sono i principali motivi di tutela ambientale per i quali viene disciplinato il trasporto di rifiuti?,Non vi sono motivi ecologici,F
2e,2507,1,Eventuali perdite di rifiuti liquidi infiammabili ...,Devono essere preferibilmente arginate con materiali assorbenti ignifughi prima che entrino nelle fogne,V
2e,2507,2,Eventuali perdite di rifiuti liquidi infiammabili ...,"Devono essere combattute seguendo le istruzioni riportate sulle ""Istruzioni scritte""",V
2e,2507,3,Eventuali perdite di rifiuti liquidi infiammabili ...,"Se di piccola entità, devono essere recuperate in idonei recipienti e consegnate ai servizi di smaltimento rifiuti",V
2e,2507,4,Eventuali perdite di rifiuti liquidi infiammabili ...,Devono essere diluite con molta acqua e indirizzate nei tombini delle fogne,F
2e,2507,5,Eventuali perdite di rifiuti liquidi infiammabili ...,"Devono essere disperse, così evaporano meglio",F
2e,2507,6,Eventuali perdite di rifiuti liquidi infiammabili ...,Devono essere arginate con segatura,F
2e,2508,1,"Quale è la conseguenza, quando il gasolio o i liquidi infiammabili leggeri finiscono nell'acqua?","Il gasolio non si diluisce, ma forma un velo che rimane sulla superficie e che inquina grandi quantità d'acqua",V
2e,2508,2,"Quale è la conseguenza, quando il gasolio o i liquidi infiammabili leggeri finiscono nell'acqua?","Modificano le caratteristiche biologiche, chimiche e fisiche dell'acqua",V
2e,2508,3,"Quale è la conseguenza, quando il gasolio o i liquidi infiammabili leggeri finiscono nell'acqua?","Se entrano nell'acqua di una fognatura, potrebbero formarsi miscele esplosive con una fonte d'innesco",V
2e,2508,4,"Quale è la conseguenza, quando il gasolio o i liquidi infiammabili leggeri finiscono nell'acqua?",Il gasolio si miscela perfettamente con l'acqua e sparisce in pochi minuti,F
2e,2508,5,"Quale è la conseguenza, quando il gasolio o i liquidi infiammabili leggeri finiscono nell'acqua?",Si ha un pericolo solo nelle zone di pescaggio degli acquedotti,F
2e,2508,6,"Quale è la conseguenza, quando il gasolio o i liquidi infiammabili leggeri finiscono nell'acqua?",Non causano alcun pericolo perché si disperdono nell'acqua,F
2e,2509,1,Eventuali perdite di rifiuti liquidi tossici ...,"Devono essere trattate seguendo le istruzioni riportate sulle ""Istruzioni scritte"", per l’etichetta di pericolo della figura n. 17",V
2e,2509,2,Eventuali perdite di rifiuti liquidi tossici ...,Non devono entrare nelle fognature o nei corsi d'acqua,V
2e,2509,3,Eventuali perdite di rifiuti liquidi tossici ...,"Devono essere tutte diluite con acqua, perché siano meno contaminanti",F
2e,2509,4,Eventuali perdite di rifiuti liquidi tossici ...,Non danneggiano l'ambiente,F
2e,2509,5,Eventuali perdite di rifiuti liquidi tossici ...,Non richiedono una bonifica dell'ambiente,F
2e,2509,6,Eventuali perdite di rifiuti liquidi tossici ...,Devono essere fronteggiate dopo aver indossato i dispositivi di protezione individuale,V
2e,2510,1,Eventuali perdite di rifiuti liquidi corrosivi ...,"Devono essere combattute seguendo le istruzioni riportate sulle ""Istruzioni scritte"", per l’etichetta di pericolo della figura n. 23",V
2e,2510,2,Eventuali perdite di rifiuti liquidi corrosivi ...,Non devono entrare nelle fognature,V
2e,2510,3,Eventuali perdite di rifiuti liquidi corrosivi ...,Devono essere diluite con grande quantità d'acqua e inviate nelle fognature,F
